location_key,block,street_name,geocode_quality,matched_address,nearest_mrt_station,nearest_mrt_distance_reference_m,mrt_distance_model_eligible,nearest_mrt_distance_m
309|ANG MO KIO AVE 1,309,ANG MO KIO AVE 1,exact_building,309 ANG MO KIO AVENUE 2 HORIZON GARDENS SINGAPORE 569953,MAYFLOWER,446.82689596021186,True,446.82689596021186
216|ANG MO KIO AVE 1,216,ANG MO KIO AVE 1,exact_building,216 ANG MO KIO AVENUE 1 ANG MO KIO 22 SINGAPORE 560216,MAYFLOWER,733.218668595242,True,733.218668595242
211|ANG MO KIO AVE 3,211,ANG MO KIO AVE 3,exact_building,211 ANG MO KIO AVENUE 3 SINGAPORE 560211,MAYFLOWER,573.0128623735093,True,573.0128623735093
202|ANG MO KIO AVE 3,202,ANG MO KIO AVE 3,exact_building,202 ANG MO KIO AVENUE 3 ANG MO KIO VIEW SINGAPORE 560202,ANG MO KIO,547.8541508888627,True,547.8541508888627
235|ANG MO KIO AVE 3,235,ANG MO KIO AVE 3,exact_building,235 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560235,MAYFLOWER,440.6517534527422,True,440.6517534527422
232|ANG MO KIO AVE 3,232,ANG MO KIO AVE 3,exact_building,232 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560232,MAYFLOWER,274.64998491852685,True,274.64998491852685
308|ANG MO KIO AVE 1,308,ANG MO KIO AVE 1,street,ANG MO KIO AVENUE 1,ANG MO KIO,679.2647499026957,False,
220|ANG MO KIO AVE 1,220,ANG MO KIO AVE 1,exact_building,220 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560220,MAYFLOWER,712.381662442691,True,712.381662442691
219|ANG MO KIO AVE 1,219,ANG MO KIO AVE 1,exact_building,219 ANG MO KIO AVENUE 1 ANG MO KIO GROVE SINGAPORE 560219,MAYFLOWER,686.7843716770334,True,686.7843716770334
247|ANG MO KIO AVE 3,247,ANG MO KIO AVE 3,street,ANG MO KIO AVENUE 3,ANG MO KIO,678.0426405047817,False,
320|ANG MO KIO AVE 1,320,ANG MO KIO AVE 1,exact_building,320 ANG MO KIO AVENUE 1 STAR LEARNERS @ ANG MO KIO PTE. LTD.,ANG MO KIO,440.9019126863118,True,440.9019126863118
252|ANG MO KIO AVE 4,252,ANG MO KIO AVE 4,street,ANG MO KIO AVENUE 4,MAYFLOWER,395.8446972976463,False,
223|ANG MO KIO AVE 1,223,ANG MO KIO AVE 1,exact_building,223 ANG MO KIO AVENUE 1 SINGAPORE 560223,BRIGHT HILL,546.6478183858088,True,546.6478183858088
230|ANG MO KIO AVE 3,230,ANG MO KIO AVE 3,exact_building,230 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560230,MAYFLOWER,248.32653235458685,True,248.32653235458685
329|ANG MO KIO AVE 3,329,ANG MO KIO AVE 3,exact_building,329 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560329,ANG MO KIO,418.50694877293546,True,418.50694877293546
313|ANG MO KIO AVE 3,313,ANG MO KIO AVE 3,exact_building,313 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560313,ANG MO KIO,313.75905571298495,True,313.75905571298495
117|ANG MO KIO AVE 4,117,ANG MO KIO AVE 4,exact_building,117 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560117,MAYFLOWER,157.98616092042448,True,157.98616092042448
110|ANG MO KIO AVE 4,110,ANG MO KIO AVE 4,exact_building,110 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560110,MAYFLOWER,81.33586172572842,True,81.33586172572842
343|ANG MO KIO AVE 3,343,ANG MO KIO AVE 3,exact_building,343 ANG MO KIO AVENUE 3 MY FIRST SKOOL,ANG MO KIO,120.41958894145765,True,120.41958894145765
345|ANG MO KIO AVE 3,345,ANG MO KIO AVE 3,exact_building,345 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560345,ANG MO KIO,219.90977093413733,True,219.90977093413733
346|ANG MO KIO AVE 3,346,ANG MO KIO AVE 3,exact_building,346 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560346,ANG MO KIO,263.11586812885236,True,263.11586812885236
121|ANG MO KIO AVE 3,121,ANG MO KIO AVE 3,exact_building,121 ANG MO KIO AVENUE 3 SINGAPORE 560121,ANG MO KIO,648.4515170627246,True,648.4515170627246
129|ANG MO KIO AVE 3,129,ANG MO KIO AVE 3,exact_building,129 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560129,MAYFLOWER,597.1388027727977,True,597.1388027727977
130|ANG MO KIO AVE 3,130,ANG MO KIO AVE 3,exact_building,130 ANG MO KIO AVENUE 3 YIO CHU KANG VILLE SINGAPORE 560130,MAYFLOWER,570.552688884441,True,570.552688884441
128|ANG MO KIO AVE 3,128,ANG MO KIO AVE 3,exact_building,128 ANG MO KIO AVENUE 3 SINGAPORE 560128,ANG MO KIO,662.6513488413742,True,662.6513488413742
127|ANG MO KIO AVE 3,127,ANG MO KIO AVE 3,exact_building,127 ANG MO KIO AVENUE 3 SINGAPORE 560127,ANG MO KIO,669.2154721920941,True,669.2154721920941
126|ANG MO KIO AVE 3,126,ANG MO KIO AVE 3,exact_building,126 ANG MO KIO AVENUE 3 SINGAPORE 560126,ANG MO KIO,679.4960527397764,True,679.4960527397764
403|ANG MO KIO AVE 10,403,ANG MO KIO AVE 10,exact_building,403 ANG MO KIO AVENUE 10 SINGAPORE 560403,ANG MO KIO,1050.652006161078,True,1050.652006161078
404|ANG MO KIO AVE 10,404,ANG MO KIO AVE 10,exact_building,404 ANG MO KIO AVENUE 10 SINGAPORE 560404,ANG MO KIO,1016.3558106261224,True,1016.3558106261224
405|ANG MO KIO AVE 10,405,ANG MO KIO AVE 10,exact_building,405 ANG MO KIO AVENUE 10 SINGAPORE 560405,ANG MO KIO,976.5107016645974,True,976.5107016645974
417|ANG MO KIO AVE 10,417,ANG MO KIO AVE 10,exact_building,417 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560417,ANG MO KIO,769.8076009999479,True,769.8076009999479
418|ANG MO KIO AVE 10,418,ANG MO KIO AVE 10,exact_building,418 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560418,ANG MO KIO,678.6992902483296,True,678.6992902483296
419|ANG MO KIO AVE 10,419,ANG MO KIO AVE 10,exact_building,419 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560419,ANG MO KIO,654.9738547807403,True,654.9738547807403
441|ANG MO KIO AVE 10,441,ANG MO KIO AVE 10,exact_building,441 ANG MO KIO AVENUE 10 SINGAPORE 560441,ANG MO KIO,604.3039251475813,True,604.3039251475813
442|ANG MO KIO AVE 10,442,ANG MO KIO AVE 10,exact_building,442 ANG MO KIO AVENUE 10 SINGAPORE 560442,ANG MO KIO,725.1505522249607,True,725.1505522249607
443|ANG MO KIO AVE 10,443,ANG MO KIO AVE 10,exact_building,443 ANG MO KIO AVENUE 10 SINGAPORE 560443,ANG MO KIO,713.4682847758269,True,713.4682847758269
444|ANG MO KIO AVE 10,444,ANG MO KIO AVE 10,exact_building,444 ANG MO KIO AVENUE 10 SINGAPORE 560444,ANG MO KIO,703.1983171531177,True,703.1983171531177
450|ANG MO KIO AVE 10,450,ANG MO KIO AVE 10,exact_building,450 ANG MO KIO AVENUE 10 CHONG BOON CENTRE SINGAPORE 560450,ANG MO KIO,624.2362893517743,True,624.2362893517743
435|ANG MO KIO AVE 10,435,ANG MO KIO AVE 10,exact_building,435 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560435,ANG MO KIO,514.0182874278372,True,514.0182874278372
433|ANG MO KIO AVE 10,433,ANG MO KIO AVE 10,exact_building,433 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560433,ANG MO KIO,514.3863504465091,True,514.3863504465091
434|ANG MO KIO AVE 10,434,ANG MO KIO AVE 10,exact_building,434 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560434,ANG MO KIO,428.2142780409068,True,428.2142780409068
424|ANG MO KIO AVE 3,424,ANG MO KIO AVE 3,exact_building,424 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560424,ANG MO KIO,135.84334024022246,True,135.84334024022246
425|ANG MO KIO AVE 3,425,ANG MO KIO AVE 3,exact_building,425 ANG MO KIO AVENUE 3 CHONG BOON VIEW SINGAPORE 560425,ANG MO KIO,190.27274466343857,True,190.27274466343857
466|ANG MO KIO AVE 10,466,ANG MO KIO AVE 10,exact_building,466 ANG MO KIO AVENUE 10 PCF SPARKLETOTS PRESCHOOL @ TECK GHEE BLK 466 (KN),ANG MO KIO,889.4867725758089,True,889.4867725758089
471|ANG MO KIO AVE 10,471,ANG MO KIO AVE 10,exact_building,471 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560471,ANG MO KIO,1005.1258298506048,True,1005.1258298506048
474|ANG MO KIO AVE 10,474,ANG MO KIO AVE 10,exact_building,474 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560474,ANG MO KIO,1167.1346332032138,True,1167.1346332032138
570|ANG MO KIO AVE 3,570,ANG MO KIO AVE 3,exact_building,570 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560570,ANG MO KIO,677.0434182098979,True,677.0434182098979
586|ANG MO KIO AVE 3,586,ANG MO KIO AVE 3,exact_building,586 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560586,ANG MO KIO,401.92250511123535,True,401.92250511123535
455|ANG MO KIO AVE 10,455,ANG MO KIO AVE 10,street,ANG MO KIO AVENUE 10,ANG MO KIO,797.7236232353499,False,
465|ANG MO KIO AVE 10,465,ANG MO KIO AVE 10,exact_building,465 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560465,ANG MO KIO,885.0850451645035,True,885.0850451645035
463|ANG MO KIO AVE 10,463,ANG MO KIO AVE 10,exact_building,463 ANG MO KIO AVENUE 10 SINGAPORE 560463,ANG MO KIO,884.5688226597175,True,884.5688226597175
564|ANG MO KIO AVE 3,564,ANG MO KIO AVE 3,exact_building,564 ANG MO KIO AVENUE 3 SINGAPORE 560564,ANG MO KIO,1053.0398666879498,True,1053.0398666879498
560|ANG MO KIO AVE 10,560,ANG MO KIO AVE 10,exact_building,560 ANG MO KIO AVENUE 10 SINGAPORE 560560,ANG MO KIO,1039.5517606429607,True,1039.5517606429607
558|ANG MO KIO AVE 10,558,ANG MO KIO AVE 10,exact_building,558 ANG MO KIO AVENUE 10 SINGAPORE 560558,ANG MO KIO,1047.2857698395885,True,1047.2857698395885
559|ANG MO KIO AVE 10,559,ANG MO KIO AVE 10,exact_building,559 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560559,ANG MO KIO,896.4872180374998,True,896.4872180374998
538|ANG MO KIO AVE 5,538,ANG MO KIO AVE 5,exact_building,538 ANG MO KIO AVENUE 5 CHENG SAN VIEW SINGAPORE 560538,ANG MO KIO,746.0969471421048,True,746.0969471421048
534|ANG MO KIO AVE 10,534,ANG MO KIO AVE 10,exact_building,534 ANG MO KIO AVENUE 10 CHENG SAN VIEW SINGAPORE 560534,ANG MO KIO,669.9052387904571,True,669.9052387904571
601|ANG MO KIO AVE 5,601,ANG MO KIO AVE 5,exact_building,601 ANG MO KIO AVENUE 5 MY FIRST SKOOL,LENTOR,378.0162495342319,True,378.0162495342319
603|ANG MO KIO AVE 5,603,ANG MO KIO AVE 5,exact_building,603 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560603,LENTOR,419.7274070640198,True,419.7274070640198
604|ANG MO KIO AVE 5,604,ANG MO KIO AVE 5,exact_building,604 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560604,LENTOR,444.7858573913098,True,444.7858573913098
608|ANG MO KIO AVE 5,608,ANG MO KIO AVE 5,exact_building,608 ANG MO KIO AVENUE 5 YIO CHU KANG GREEN SINGAPORE 560608,MAYFLOWER,541.5090229689235,True,541.5090229689235
611|ANG MO KIO AVE 5,611,ANG MO KIO AVE 5,exact_building,611 ANG MO KIO AVENUE 5 PCF SPARKLETOTS PRESCHOOL @ YIO CHU KANG BLK 611 (KN),MAYFLOWER,509.0052727320161,True,509.0052727320161
505|ANG MO KIO AVE 8,505,ANG MO KIO AVE 8,exact_building,505 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560505,ANG MO KIO,555.2436291205478,True,555.2436291205478
503|ANG MO KIO AVE 5,503,ANG MO KIO AVE 5,exact_building,503 ANG MO KIO AVENUE 5 CHENG SAN CREST SINGAPORE 560503,ANG MO KIO,628.0947386589497,True,628.0947386589497
610|ANG MO KIO AVE 4,610,ANG MO KIO AVE 4,exact_building,610 ANG MO KIO AVENUE 4 THE SALVATION ARMY ANG MO KIO CHILD CARE CENTRE,LENTOR,512.2701224315465,True,512.2701224315465
607|ANG MO KIO AVE 4,607,ANG MO KIO AVE 4,exact_building,607 ANG MO KIO AVENUE 4 YIO CHU KANG GREEN SINGAPORE 560607,LENTOR,387.91048718634994,True,387.91048718634994
524|ANG MO KIO AVE 5,524,ANG MO KIO AVE 5,exact_building,524 ANG MO KIO AVENUE 5 SINGAPORE 560524,ANG MO KIO,528.2736809712512,True,528.2736809712512
513|ANG MO KIO AVE 8,513,ANG MO KIO AVE 8,exact_building,513 ANG MO KIO AVENUE 8 CHENG SAN CREST SINGAPORE 560513,ANG MO KIO,320.0745391140872,True,320.0745391140872
643|ANG MO KIO AVE 5,643,ANG MO KIO AVE 5,exact_building,643 ANG MO KIO AVENUE 5 ANG MO KIO 61 SINGAPORE 560643,MAYFLOWER,560.1258323072756,True,560.1258323072756
542|ANG MO KIO AVE 10,542,ANG MO KIO AVE 10,exact_building,542 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560542,ANG MO KIO,862.6701192000826,True,862.6701192000826
548|ANG MO KIO AVE 10,548,ANG MO KIO AVE 10,exact_building,548 ANG MO KIO AVENUE 10 CHENG SAN PLACE SINGAPORE 560548,ANG MO KIO,870.6644427610764,True,870.6644427610764
550|ANG MO KIO AVE 10,550,ANG MO KIO AVE 10,exact_building,550 ANG MO KIO AVENUE 10 SINGAPORE 560550,ANG MO KIO,1019.5342759699143,True,1019.5342759699143
639|ANG MO KIO AVE 6,639,ANG MO KIO AVE 6,exact_building,639 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560639,YIO CHU KANG,325.0376072957259,True,325.0376072957259
637|ANG MO KIO AVE 6,637,ANG MO KIO AVE 6,exact_building,637 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560637,YIO CHU KANG,311.9799366855117,True,311.9799366855117
330|ANG MO KIO AVE 1,330,ANG MO KIO AVE 1,exact_building,330 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560330,ANG MO KIO,791.3776654889408,True,791.3776654889408
333|ANG MO KIO AVE 1,333,ANG MO KIO AVE 1,exact_building,333 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560333,ANG MO KIO,924.0828271775136,True,924.0828271775136
156|ANG MO KIO AVE 4,156,ANG MO KIO AVE 4,exact_building,156 ANG MO KIO AVENUE 4 YIO CHU KANG GROVE SINGAPORE 560156,MAYFLOWER,352.20153834784145,True,352.20153834784145
152|ANG MO KIO AVE 5,152,ANG MO KIO AVE 5,exact_building,152 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560152,MAYFLOWER,461.6258619920076,True,461.6258619920076
178|ANG MO KIO AVE 4,178,ANG MO KIO AVE 4,exact_building,178 ANG MO KIO AVENUE 4 KEBUN BARU LINK 2 SINGAPORE 560178,MAYFLOWER,275.03513142578987,True,275.03513142578987
180|ANG MO KIO AVE 5,180,ANG MO KIO AVE 5,exact_building,180 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560180,MAYFLOWER,360.5160937764955,True,360.5160937764955
209|ANG MO KIO AVE 3,209,ANG MO KIO AVE 3,exact_building,209 ANG MO KIO AVENUE 3 SINGAPORE 560209,ANG MO KIO,675.5330227654267,True,675.5330227654267
231|ANG MO KIO AVE 3,231,ANG MO KIO AVE 3,exact_building,231 ANG MO KIO AVENUE 3 KEBUN BARU PALM VIEW SINGAPORE 560231,MAYFLOWER,260.6984260951069,True,260.6984260951069
254|ANG MO KIO AVE 4,254,ANG MO KIO AVE 4,exact_building,254 ANG MO KIO AVENUE 4 KEBUN BARU VIEW SINGAPORE 560254,MAYFLOWER,195.9690118927155,True,195.9690118927155
103|ANG MO KIO AVE 3,103,ANG MO KIO AVE 3,exact_building,103 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560103,MAYFLOWER,280.38467970811166,True,280.38467970811166
105|ANG MO KIO AVE 4,105,ANG MO KIO AVE 4,exact_building,105 ANG MO KIO AVENUE 4 KEBUN BARU HEIGHTS SINGAPORE 560105,MAYFLOWER,107.47939443958596,True,107.47939443958596
344|ANG MO KIO AVE 3,344,ANG MO KIO AVE 3,exact_building,344 ANG MO KIO AVENUE 3 TECK GHEE EVERGREEN SINGAPORE 560344,ANG MO KIO,162.9651327804132,True,162.9651327804132
324|ANG MO KIO AVE 3,324,ANG MO KIO AVE 3,exact_building,324 ANG MO KIO AVENUE 3 ANG MO KIO 31 SINGAPORE 560324,ANG MO KIO,300.2807037844447,True,300.2807037844447
120|ANG MO KIO AVE 3,120,ANG MO KIO AVE 3,exact_building,120 ANG MO KIO AVENUE 3 SINGAPORE 560120,ANG MO KIO,532.1568530464417,True,532.1568530464417
124|ANG MO KIO AVE 6,124,ANG MO KIO AVE 6,exact_building,124 ANG MO KIO AVENUE 6 SINGAPORE 560124,ANG MO KIO,533.5602475513863,True,533.5602475513863
414|ANG MO KIO AVE 10,414,ANG MO KIO AVE 10,exact_building,414 ANG MO KIO AVENUE 10 TECK GHEE HEARTLANDS SINGAPORE 560414,ANG MO KIO,759.9142448445227,True,759.9142448445227
438|ANG MO KIO AVE 10,438,ANG MO KIO AVE 10,exact_building,438 ANG MO KIO AVENUE 10 CHONG BOON RISE SINGAPORE 560438,ANG MO KIO,520.9853070222409,True,520.9853070222409
427|ANG MO KIO AVE 3,427,ANG MO KIO AVE 3,exact_building,427 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560427,ANG MO KIO,512.9229825684067,True,512.9229825684067
428|ANG MO KIO AVE 3,428,ANG MO KIO AVE 3,exact_building,428 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560428,ANG MO KIO,500.6888365219432,True,500.6888365219432
473|ANG MO KIO AVE 10,473,ANG MO KIO AVE 10,exact_building,473 ANG MO KIO AVENUE 10 TECK GHEE HORIZON SINGAPORE 560473,ANG MO KIO,1047.7099825704177,True,1047.7099825704177
573|ANG MO KIO AVE 3,573,ANG MO KIO AVE 3,exact_building,573 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560573,ANG MO KIO,556.4604558870043,True,556.4604558870043
585|ANG MO KIO AVE 3,585,ANG MO KIO AVE 3,exact_building,585 ANG MO KIO AVENUE 3 CHENG SAN COURT SINGAPORE 560585,ANG MO KIO,293.6042710204279,True,293.6042710204279
456|ANG MO KIO AVE 10,456,ANG MO KIO AVE 10,exact_building,456 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560456,ANG MO KIO,1002.5765998411832,True,1002.5765998411832
544|ANG MO KIO AVE 10,544,ANG MO KIO AVE 10,exact_building,544 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560544,ANG MO KIO,866.8830935627243,True,866.8830935627243
640|ANG MO KIO AVE 6,640,ANG MO KIO AVE 6,exact_building,640 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560640,YIO CHU KANG,224.7324260915916,True,224.7324260915916
638|ANG MO KIO AVE 6,638,ANG MO KIO AVE 6,exact_building,638 ANG MO KIO AVENUE 6 YIO CHU KANG HEIGHTS SINGAPORE 560638,YIO CHU KANG,191.59899963798867,True,191.59899963798867
646|ANG MO KIO AVE 6,646,ANG MO KIO AVE 6,exact_building,646 ANG MO KIO AVENUE 6 ANG MO KIO 61 SINGAPORE 560646,YIO CHU KANG,273.09309682072245,True,273.09309682072245
150|ANG MO KIO AVE 5,150,ANG MO KIO AVE 5,exact_building,150 ANG MO KIO AVENUE 5 YIO CHU KANG GROVE SINGAPORE 560150,YIO CHU KANG,619.5868336195674,True,619.5868336195674
179|ANG MO KIO AVE 5,179,ANG MO KIO AVE 5,exact_building,179 ANG MO KIO AVENUE 5 KEBUN BARU LINK 2 SINGAPORE 560179,MAYFLOWER,365.45899291550256,True,365.45899291550256
336|ANG MO KIO AVE 1,336,ANG MO KIO AVE 1,exact_building,336 ANG MO KIO AVENUE 1 ANANIAS CENTRE (AMK),ANG MO KIO,684.2843539052209,True,684.2843539052209
335|ANG MO KIO AVE 1,335,ANG MO KIO AVE 1,exact_building,335 ANG MO KIO AVENUE 1 TECK GHEE VIEW SINGAPORE 560335,ANG MO KIO,700.4966177361691,True,700.4966177361691
401|ANG MO KIO AVE 10,401,ANG MO KIO AVE 10,exact_building,401 ANG MO KIO AVENUE 10 SINGAPORE 560401,ANG MO KIO,1117.621898238284,True,1117.621898238284
439|ANG MO KIO AVE 10,439,ANG MO KIO AVE 10,exact_building,439 ANG MO KIO AVENUE 10 SINGAPORE 560439,ANG MO KIO,529.9403029756703,True,529.9403029756703
430|ANG MO KIO AVE 3,430,ANG MO KIO AVE 3,exact_building,430 ANG MO KIO AVENUE 3 CHONG BOON HEIGHTS SINGAPORE 560430,ANG MO KIO,318.09815901751546,True,318.09815901751546
460|ANG MO KIO AVE 10,460,ANG MO KIO AVE 10,exact_building,460 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560460,ANG MO KIO,1078.3764162791006,True,1078.3764162791006
459|ANG MO KIO AVE 10,459,ANG MO KIO AVE 10,exact_building,459 ANG MO KIO AVENUE 10 TECK GHEE GRANDEUR SINGAPORE 560459,ANG MO KIO,1083.835264182988,True,1083.835264182988
716|ANG MO KIO AVE 6,716,ANG MO KIO AVE 6,exact_building,716 ANG MO KIO AVENUE 6 SINGAPORE 560716,ANG MO KIO,447.772441332704,True,447.772441332704
545|ANG MO KIO AVE 10,545,ANG MO KIO AVE 10,exact_building,545 ANG MO KIO AVENUE 10 CHENG SAN GREEN SINGAPORE 560545,ANG MO KIO,807.2616937897938,True,807.2616937897938
620|ANG MO KIO AVE 9,620,ANG MO KIO AVE 9,exact_building,620 ANG MO KIO AVENUE 9 SINGAPORE 560620,LENTOR,278.6531407467655,True,278.6531407467655
622|ANG MO KIO AVE 9,622,ANG MO KIO AVE 9,exact_building,622 ANG MO KIO AVENUE 9 SINGAPORE 560622,LENTOR,318.73012562592754,True,318.73012562592754
259|ANG MO KIO AVE 2,259,ANG MO KIO AVE 2,exact_building,259 ANG MO KIO AVENUE 2 THE CLOVER @ KEBUN BARU SINGAPORE 560259,BRIGHT HILL,555.5836667687246,True,555.5836667687246
101|ANG MO KIO AVE 3,101,ANG MO KIO AVE 3,exact_building,101 ANG MO KIO AVENUE 3 KEBUN BARU HEIGHTS SINGAPORE 560101,MAYFLOWER,306.397565016228,True,306.397565016228
620|BEDOK RESERVOIR RD,620,BEDOK RESERVOIR RD,exact_building,620 BEDOK RESERVOIR ROAD EUNOS HEIGHTS SINGAPORE 470620,BEDOK NORTH,14.659669038695077,True,14.659669038695077
534|BEDOK NTH ST 3,534,BEDOK NTH ST 3,exact_building,534 BEDOK NORTH STREET 3 SINGAPORE 460534,BEDOK NORTH,648.4225871091751,True,648.4225871091751
18|BEDOK STH RD,18,BEDOK STH RD,exact_building,18 BEDOK SOUTH ROAD SINGAPORE 460018,BEDOK,693.2994028072357,True,693.2994028072357
28|NEW UPP CHANGI RD,28,NEW UPP CHANGI RD,exact_building,28 NEW UPPER CHANGI ROAD SINGAPORE 460028,BEDOK,595.0341733642364,True,595.0341733642364
29|NEW UPP CHANGI RD,29,NEW UPP CHANGI RD,exact_building,29 NEW UPPER CHANGI ROAD SINGAPORE 464029,BEDOK,742.0707585074761,True,742.0707585074761
30|NEW UPP CHANGI RD,30,NEW UPP CHANGI RD,exact_building,30 NEW UPPER CHANGI ROAD SINGAPORE 461030,BEDOK,754.9726095901939,True,754.9726095901939
75|BEDOK NTH RD,75,BEDOK NTH RD,exact_building,75 BEDOK NORTH ROAD SINGAPORE 460075,TANAH MERAH,408.9814384854277,True,408.9814384854277
76|BEDOK NTH RD,76,BEDOK NTH RD,exact_building,76 BEDOK NORTH ROAD SINGAPORE 460076,TANAH MERAH,428.95646176055266,True,428.95646176055266
501|BEDOK NTH ST 3,501,BEDOK NTH ST 3,exact_building,501 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460501,BEDOK RESERVOIR,557.1994784988121,True,557.1994784988121
502|BEDOK NTH ST 3,502,BEDOK NTH ST 3,exact_building,502 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460502,BEDOK RESERVOIR,596.0509851506243,True,596.0509851506243
503|BEDOK NTH ST 3,503,BEDOK NTH ST 3,exact_building,503 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460503,BEDOK RESERVOIR,542.8604465664204,True,542.8604465664204
504|BEDOK NTH ST 3,504,BEDOK NTH ST 3,exact_building,504 BEDOK NORTH STREET 3 KAKI BUKIT VILLE SINGAPORE 460504,BEDOK RESERVOIR,499.8611043091121,True,499.8611043091121
2|BEDOK STH AVE 1,2,BEDOK STH AVE 1,exact_building,2 BEDOK SOUTH AVENUE 1 SINGAPORE 460002,BEDOK,520.9390034230853,True,520.9390034230853
20|CHAI CHEE RD,20,CHAI CHEE RD,exact_building,20 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461020,BEDOK,759.2855313894913,True,759.2855313894913
21|CHAI CHEE RD,21,CHAI CHEE RD,exact_building,21 CHAI CHEE ROAD PING-AN GARDENS SINGAPORE 461021,BEDOK,787.7208513923883,True,787.7208513923883
59|CHAI CHEE RD,59,CHAI CHEE RD,unresolved,,,,False,
58|CHAI CHEE DR,58,CHAI CHEE DR,unresolved,,,,False,
55|CHAI CHEE DR,55,CHAI CHEE DR,exact_building,55 CHAI CHEE DRIVE PING-AN GARDENS SINGAPORE 460055,BEDOK NORTH,813.6986245342014,True,813.6986245342014
22|BEDOK STH AVE 1,22,BEDOK STH AVE 1,exact_building,22 BEDOK SOUTH AVENUE 1 SINGAPORE 460022,BEDOK,387.82972770447304,True,387.82972770447304
105|BEDOK NTH AVE 4,105,BEDOK NTH AVE 4,exact_building,105 BEDOK NORTH AVENUE 4 NKF DIALYSIS CENTRE,BEDOK RESERVOIR,460.23671774507704,True,460.23671774507704
104|BEDOK NTH AVE 4,104,BEDOK NTH AVE 4,exact_building,104 BEDOK NORTH AVENUE 4 PEARL GARDEN SINGAPORE 460104,BEDOK RESERVOIR,500.96467480607026,True,500.96467480607026
107|BEDOK NTH RD,107,BEDOK NTH RD,exact_building,107 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460107,BEDOK RESERVOIR,565.5787567342818,True,565.5787567342818
110|BEDOK NTH RD,110,BEDOK NTH RD,exact_building,110 BEDOK NORTH ROAD FENGSHAN ESTATE SINGAPORE 460110,BEDOK RESERVOIR,478.97171375439353,True,478.97171375439353
